Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
6,Riaz Ali Khan,ANP,397,1.18,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
7,Abid Ali,PTI,200,0.59,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
8,Muhammad Kaleem ur Rehman,NMP,170,0.5,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
9,Muhammad Jameel Kosar,PML-N,151,0.45,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
10,Muhammad Ali Shaikh Advocate,MQMP,82,0.24,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
11,Dr. Shahzad Ahmed,PFP,59,0.17,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
12,Syed Meher-uddin Afzal,IND,20,0.06,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
13,Sarwar Sher Khan,IND,14,0.04,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
14,Muhammad Saleem Qureshi,IND,6,0.02,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
15,Muhammad Anwar Hussain,IND,5,0.01,92065,33270,512,37%,PS-125 Karachi-XXXVII,Sindh,2002
Winner,Muhammad Younus Barai,MMA,9547,30.28,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
2,Nadeem Maqbool,MQM,8189,25.97,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
3,Balouch Khan,PPPP,7516,23.84,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
4,Zafar Ahmed Khan,PTI,1083,3.43,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
5,Zainul Ansari,PML-N,993,3.15,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
6,Gul Hassan Soomro,IND,889,2.82,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
7,Muhammad Qasim Sherazi,PMA,585,1.86,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
8,Raja Hassan Khan,IND,535,1.7,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
9,Abdul Malik,PML,288,0.91,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
10,Hameed-ullah-Barki,IND,224,0.71,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
11,Rashid Ahmed Gabool,IND,222,0.7,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
12,Saeed Hassan,NA,170,0.54,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
13,Abdul Ghafoor alias Danish Channa,PAT,141,0.45,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
14,Mir Ali Raza Baluch,PPP-SB,102,0.32,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
15,Hashmat Khalid Advocate,MQMP,83,0.26,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
16,Syed Zafar Haider Abdi,IND,76,0.24,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
17,Mukhtiar Abbas Bukhari,SURA,71,0.23,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
18,Zahoor-ud- Din,IND,66,0.21,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
19,Mirza Asif Baig Advocate,PML-F,50,0.16,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
20,Zia Khursheed Siddiqui,IND,33,0.1,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
21,Abdul Wali Khilji,ANP,24,0.08,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
22,Haji Muhammad Shamim Siddiqui,IND,22,0.07,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
23,Muhammad Nasim Choudhry,PML-Z,22,0.07,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
24,Mujahid Hussain,IND,14,0.04,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
25,Shaukat Ali Sahito,IND,8,0.03,108098,30953,579,29%,PS-126 Karachi-XXXVIII,Sindh,2002
Winner,Abdullah Murad,PPPP,21771,38.02,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
2,Shahbaz Hussain,MQM,16810,29.36,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
3,Syed Mushraf Ali,MMA,7677,13.41,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
4,Muhammad Sagheer,MQMP,3861,6.74,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
5,Muhammad Ashraf Samoo Advocate,IND,2922,5.1,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
6,Muhammad Saleem Norey,NA,1199,2.09,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
7,Muhammad Afzal,PML,946,1.65,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
8,Abdul Majeed Baloch,PAT,278,0.49,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
9,Abdul Khalique Khan,AQP,115,0.2,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
10,Shakiluddin Siddiqui,NMP,75,0.13,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
11,Syed Sadaruddin (Abbas) Naqvi,IND,64,0.11,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
12,Col (R) Tauqeer ul Islam,IND,56,0.1,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
13,Kanwal Zaidi,IND,48,0.08,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
14,Syed Shamim Kazmi,SURA,39,0.07,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
15,Kanwar Naveed Jameel,IND,34,0.06,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
16,Dr Muhammad Hashim Ali,IND,16,0.03,137933,55911,1353,42%,PS-127 Karachi-XXXIX,Sindh,2002
Winner,Moulana Ahsanullah Ashraf Hazarvi,MMA,14761,40.56,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
2,Qadir Bux,PPPP,5396,14.83,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
3,Syed Nusrat Ali Qadri,MQMP,4335,11.91,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
4,Tarique Khan,PML-N,3134,8.61,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
5,Shoaib Akhtar,MQM,1871,5.14,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
6,Shabir Ahmed Khan Advocate,PPP-SB,1303,3.58,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
7,Naeem Adil Shaikh,PML,1287,3.54,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
8,Munir Khan,ANP,920,2.53,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
9,Amanullah Paracha,PTI,864,2.37,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
10,Advocate Amanullah Yousifzai,NA,745,2.05,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
11,Ghulam Mustafa,PAT,475,1.31,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
12,Molvi Shabbir Ahmed Usmani,PAP,366,1.01,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
13,Javed Iqbal Khanzada,PML-Z,85,0.23,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
14,Zafar Ali Sehto,IND,76,0.21,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
15,Muhammad Naeem,IND,51,0.14,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
16,S.A. Jehangir,IND,18,0.05,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
17,Farkhunda Jabeen Advocate,IND,18,0.05,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
18,Syed Afsar Saghir,IND,16,0.04,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
19,Irshad Ahmed,IND,14,0.04,114076,35735,662,32%,PS-128 Karachi-XL,Sindh,2002
Winner,Mehmood Alam Jamot,IND,12061,25.5,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
2,Muhammad Islam,MMA,10318,21.81,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
3,Muhammad Umer Jat,PPPP,8240,17.42,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
4,Wali Muhammad Baluch,MQM,6741,14.25,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
5,Shabir Ahmed Azizi,PMA,4041,8.54,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
6,Aleem Adil Shaikh,PML,1603,3.39,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
7,Dawood Khan,PPP-SB,1016,2.15,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
8,Iftikhar Ahmed,PML-N,1008,2.13,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
9,Rana Ashfaque Rasul Khan,NA,602,1.27,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
10,Zardullah Khan Hassan Zai,ANP,409,0.86,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
11,Karam Din,MQMP,155,0.33,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
12,Moosa Khan Advocate,IND,94,0.2,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
13,Muhammad Hashim,PAT,93,0.2,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
14,Mst. Nasreen Shafiq,PTI,59,0.12,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
15,Muhammad Akram,IND,49,0.1,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
16,Mst. Munwar Sultana,IND,31,0.07,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
17,Naveed Sahar Bhatti,IND,19,0.04,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
18,Mst. Sarwat Masood,PDP,18,0.04,124409,46557,745,38%,PS-129 Karachi-XLI,Sindh,2002
Winner,Muhammad Sajid Jokhio,PPPP,25977,54.77,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
2,Muhammad Shuib Jokhio,IND,10365,21.85,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
3,Molana Muhammad Akram Shah Sherazi,MMA,3802,8.02,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
4,Ashfaque Ahmed Mangi,MQM,2849,6.01,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
5,Muhammad Urs Kherro,PML,917,1.93,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
6,Agha Elahi Bakhsh Khan,NA,734,1.55,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
7,Zahid Hussain,IND,567,1.2,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
8,Muhammad Naveed Shahid,PML-N,556,1.17,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
9,Ashfaque Ahmed Ayubi Advocate,PAT,530,1.12,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
10,Khwaja Ghulam Hussain,IND,59,0.12,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
11,Muhammad Rafique Baloch,IND,55,0.12,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
12,Muhammad Hashim Narajo,PPP-SB,35,0.07,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
13,Rashid Akram Siddique,IND,34,0.07,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
14,Nisho Haji Khan,IND,17,0.04,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
15,Dr. Arif Shah,IND,14,0.03,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
16,Tarique Ahmed,IND,10,0.02,112259,46521,912,42%,PS-130 Karachi-XLII,Sindh,2002
Winner,Ghulam Ahmad Bilour,ANP,44210,49.7,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
2,Ayub Shah,PPPP,37682,42.4,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
3,Abdul Jalil Jan,MMA,4103,4.6,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
4,Saifullah,IND,661,0.7,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
5,Abdullah Jan,IND,313,0.4,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
6,Aurangzeb,IND,261,0.3,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
7,Jawad Aziz,AHTP,247,0.3,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
8,Kakagi Muhammad Zahoor,PPP-SB,232,0.3,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
9,Fakhri Alam Khan Paracha,IND,184,0.2,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
10,Ashoni Kumar,IND,156,0.2,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
11,Muhammad Zunbair Anjum,MQM,151,0.2,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
12,Mian Sultan Mohammad,IND,71,0.1,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
13,Khawaja Yawar Naseer,IND,54,0.1,387083,88325,629,23%,NA-1 Peshawar-I,National,2008
Winner,Dr. Arbab Alamgir Khan,PPPP,34443,44,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
2,Arbab Najeeb Ullah Khan,ANP,23992,30.6,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
3,Rehmat Ullah,MMA,7346,9.4,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
4,Asif Ullah Qasmi,IND,5326,6.8,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
5,Syed Zahoor Shah,PML-N,3103,4,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
6,Malik Najab Gul Khalil,PML,1560,2,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
7,Dr. Taj Muhammad Khan,IND,210,0.3,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
8,Muhammad Atiq-ur-Rehman,IND,174,0.2,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
9,Aftab Muhammad,IND,139,0.2,314904,76293,2003,25%,NA-2 Peshawar-II,National,2008
Winner,Noor Alam  Khan,PPPP,27038,28.9,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
2,Muhammad Hashim Babar,ANP,26201,28,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
3,Aziz Ud Din,MMA,17383,18.6,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
4,Iqbal Zafar Jhagra,PML-N,12096,12.9,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
5,Muhammad Intikhab Khan,PML,5679,6.1,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
6,Taimoor Khan,IND,2071,2.2,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
7,Arbab Roohullah Khan,IND,342,0.4,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
8,Ajmal Khan Afridi,IND,85,0.1,262477,90895,2566,36%,NA-3 Peshawar-III,National,2008
Winner,Arbab Muhammad Zahir Khan,ANP,31598,38.3,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
2,Muhammad Azam Afridi,PPPP,18702,22.7,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
3,Amir Muqam,PML,18583,22.5,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
4,Nisar Khan,MMA,9452,11.5,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
5,Arbab Muhammad Nawaz Khan,IND,1000,1.2,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
6,Syed Kamal Badshah,IND,980,1.2,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
7,Khalid Ikram,IND,362,0.4,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
8,Niaz Ullah,IND,129,0.2,260335,80806,1604,32%,NA-4 Peshawar-IV,National,2008
Winner,Muhammad Tariq Khattak,PPPP,31907,32.8,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
2,Tariq Hameed Khattak,ANP,29572,30.4,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
3,Mian Yahya Shah Kaka Khel,PML,17397,17.9,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
4,Muhammad Sajjad,MMA,9192,9.4,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
5,Ishtiaq Ahmed,PML-N,4229,4.3,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
6,Sajid,IND,1631,1.7,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
7,Astaghfir Ullah,IND,642,0.7,263153,94570,2701,37%,NA-5 Nowshera-I,National,2008
Winner,Masood Abbas,ANP,36835,41.5,238295,85144,3522,37%,NA-6 Nowshera-II,National,2008
2,Mian Jamshed-Ud-Din,PPP-S,27951,31.5,238295,85144,3522,37%,NA-6 Nowshera-II,National,2008
3,Mian Muzaffar Shah,PPPP,20358,23,238295,85144,3522,37%,NA-6 Nowshera-II,National,2008
Winner,Asfandyar Wali Khan,ANP,57234,63.7,273747,87587,2212,33%,NA-7 Charsadda-I,National,2008
2,Naseer Mohammad Khan,PPPP,17883,19.9,273747,87587,2212,33%,NA-7 Charsadda-I,National,2008
3,Alamzaib Umerzai,PPP-S,8882,9.9,273747,87587,2212,33%,NA-7 Charsadda-I,National,2008
4,Kalim Akbar,PML-N,3588,4,273747,87587,2212,33%,NA-7 Charsadda-I,National,2008
Winner,Aftab Ahmad Khan Sherpao,PPP-S,30626,38.3,247261,78062,1842,32%,NA-8 Charsadda-II,National,2008
2,Bashir Khan Umerzai,ANP,29951,37.5,247261,78062,1842,32%,NA-8 Charsadda-II,National,2008
3,Anwar Ul Habib,MMA,12239,15.3,247261,78062,1842,32%,NA-8 Charsadda-II,National,2008
4,Sajjad Ali,PML-N,3940,4.9,247261,78062,1842,32%,NA-8 Charsadda-II,National,2008
5,Syed Zakir Shah,IND,1306,1.6,247261,78062,1842,32%,NA-8 Charsadda-II,National,2008
Winner,Nawabzada Khawaja Muhammad Khan Hoti,ANP,31075,38,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
2,Khanzada Khan,PPPP,24217,29.6,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
3,Shuja Ul Mulk,MMA,10625,13,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
4,Shad Ali Khan,PML,8974,11,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
5,Arshad Manan Yousaf Zai,PML-N,2532,3.1,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
6,Syed Yousaf Shah,PMP,1434,1.8,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
7,Bakht Muhammad,IND,387,0.5,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
8,Ashfaq,MQM,235,0.3,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
9,Zahir Shah Mohmand,IND,106,0.1,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
10,Nisar Muhammad,IND,100,0.1,262042,79685,2065,31%,NA-9 Mardan-I,National,2008
Winner,Muhammad Qasim,MMA,29279,30.2,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
2,Nawabzada Abdul Qadir Khan,PPPP,23138,23.9,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
3,Muhammad Farooq Khan,ANP,21115,21.8,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
4,Naseem Muhammad Khan,PML,6774,7,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
5,Jalal Khan Khattak,PPP-S,6012,6.2,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
6,Muhammad Shoaib Khan,PML-N,3782,3.9,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
7,Atta Ullah,IND,1898,2,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
8,Tahir Iqbal,AHTP,1732,1.8,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
9,Zair Ullah Khan,MQM,201,0.2,255201,93931,2928,38%,NA-10 Mardan-II,National,2008
Winner,Abdul Akbar Khan,PPPP,49060,58.8,256479,80109,3283,33%,NA-11 Mardan-III,National,2008
2,Naseem-Ur-Rehman,ANP,26546,31.8,256479,80109,3283,33%,NA-11 Mardan-III,National,2008
3,Abdul Subhan,PML-N,2842,3.4,256479,80109,3283,33%,NA-11 Mardan-III,National,2008
4,Syed Naveed Ali Shah,IND,1224,1.5,256479,80109,3283,33%,NA-11 Mardan-III,National,2008
5,Afridi,MQM,437,0.5,256479,80109,3283,33%,NA-11 Mardan-III,National,2008
Winner,Usman Khan Tarrakai,IND,49872,44.6,283709,108846,3041,39%,NA-12 Swabi-I,National,2008
2,Asfandyar Wali Khan,ANP,49574,44.3,283709,108846,3041,39%,NA-12 Swabi-I,National,2008
3,Umar Farooq Khan Shawa,PPPP,7163,6.4,283709,108846,3041,39%,NA-12 Swabi-I,National,2008
4,Said Mukhtar Ahmed,MMA,1462,1.3,283709,108846,3041,39%,NA-12 Swabi-I,National,2008
5,Raziq Dad,PAP,775,0.7,283709,108846,3041,39%,NA-12 Swabi-I,National,2008
Winner,Perviz Khan,ANP,26603,25.2,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
2,Muhammad Naeem,PPPP,19418,18.4,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
3,Liaqat Ahmed Khan,PML-N,14649,13.9,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
4,Attaul Haq,MMA,12359,11.7,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
5,Fazal Wadood,PPP-S,10695,10.1,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
6,Khalil Ahmed,IND,9754,9.3,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
7,Muhammad Asad,IND,7833,7.4,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
8,Ishaq Ahmed,IND,949,0.9,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
9,Raziq Dad,PAP,460,0.4,287549,102720,2685,37%,NA-13 Swabi-II,National,2008
Winner,Pir Dilawar Shah,ANP,30681,30.2,357556,98618,3029,28%,NA-14 Kohat,National,2008
2,Malik Muhammad Asad,IND,23030,22.7,357556,98618,3029,28%,NA-14 Kohat,National,2008
3,Syed Iftikhar Hussain Gilani,IND,17466,17.2,357556,98618,3029,28%,NA-14 Kohat,National,2008
4,Abdul Hai,MMA,10573,10.4,357556,98618,3029,28%,NA-14 Kohat,National,2008
5,Abdul Rauf,PPPP,8421,8.3,357556,98618,3029,28%,NA-14 Kohat,National,2008
6,Ubaidullah Haidri,IND,6774,6.7,357556,98618,3029,28%,NA-14 Kohat,National,2008
7,Javaid Ibrahim Paracha,PML-N,1292,1.3,357556,98618,3029,28%,NA-14 Kohat,National,2008
8,Pir Khurshid Ali Khan,IND,215,0.2,357556,98618,3029,28%,NA-14 Kohat,National,2008
9,Shahid Khan,MQM,166,0.2,357556,98618,3029,28%,NA-14 Kohat,National,2008
Winner,Ajmal Khan,MMA,28665,25.3,291693,110588,2636,39%,NA-15 Karak,National,2008
2,Shams Ur Rehman Khattak,PML-N,22053,19.5,291693,110588,2636,39%,NA-15 Karak,National,2008
3,Muhammad Ayub Khan Khattak,PML,21497,19,291693,110588,2636,39%,NA-15 Karak,National,2008
4,Nawabzada Mohsin Ali Khan,IND,21002,18.5,291693,110588,2636,39%,NA-15 Karak,National,2008
5,Sher Nawaz Khattak,ANP,14808,13.1,291693,110588,2636,39%,NA-15 Karak,National,2008
6,Sher Qanoos,PPPP,2313,2,291693,110588,2636,39%,NA-15 Karak,National,2008
7,Shahinshah Khuddar,MQM,178,0.2,291693,110588,2636,39%,NA-15 Karak,National,2008
8,Gul Taz Ali Khattak,IND,72,0.1,291693,110588,2636,39%,NA-15 Karak,National,2008
Winner,Syed Haider Ali Shah,ANP,22180,37.2,187636,58476,1212,32%,NA-16 Hangu,National,2008
2,Mian Hussain Jalali,MMA,19513,32.7,187636,58476,1212,32%,NA-16 Hangu,National,2008
3,Syed Ghazi Gulab Jamal,IND,16404,27.5,187636,58476,1212,32%,NA-16 Hangu,National,2008
4,Abdul Wakeel,IND,224,0.4,187636,58476,1212,32%,NA-16 Hangu,National,2008
5,Azmat Ali Khan Bangash,IND,155,0.3,187636,58476,1212,32%,NA-16 Hangu,National,2008
Winner,Sardar Mehtab Ahmed Khan,PML-N,58041,43.2,313808,131710,2681,43%,NA-17 Abbottabad-I,National,2008
2,Dr. Muhammad Azhar Khan Jadoon,IND,36668,27.3,313808,131710,2681,43%,NA-17 Abbottabad-I,National,2008
3,Amanullah Khan Jadoon,PML,34947,26,313808,131710,2681,43%,NA-17 Abbottabad-I,National,2008
4,Raja Aurangzeb Khan,MMA,1465,1.1,313808,131710,2681,43%,NA-17 Abbottabad-I,National,2008
5,Ghulam Mustafa Sumsam Qureshi,MQM,589,0.4,313808,131710,2681,43%,NA-17 Abbottabad-I,National,2008
Winner,Murtaza Javed Abbasi,PML-N,72586,46.9,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
2,Sardar Muhammad Yaqoob,PML,35480,22.9,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
3,Ch. Faisal Zulfiqar Ali,IND,18146,11.7,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
4,Sardar Muhammad Riaz Khan,IND,8209,5.3,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
5,Sardar Mushtaq Ahmed,PPPP,5992,3.9,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
6,Qazi Muhammad Azhar,PPP-S,3794,2.5,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
7,Syed Abdul Rahim Shah,MMA,2373,1.5,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
8,Raja Khan,IND,1566,1,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
9,Sakandar Azam,IND,1217,0.8,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
10,Abdul Ghafar Javed,IND,728,0.5,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
11,Mohammad Javid Abbasi,IND,399,0.3,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
12,Sardar Aurangzeb,IND,335,0.2,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
13,Nisar Ahmed Sultan Tanoli,MQM,154,0.1,347770,150979,3843,45%,NA-18 Abbottabad-II,National,2008
Winner,Sardar Muhammad Mushtaq Khan,PML-N,98670,43.2,484252,222498,5757,47%,NA-19 Haripur,National,2008
2,Raja Aamer Zaman,IND,71254,31.2,484252,222498,5757,47%,NA-19 Haripur,National,2008
3,Umar Ayub Khan,PML,50631,22.2,484252,222498,5757,47%,NA-19 Haripur,National,2008
4,Syed Waqar Hussain Shah,IND,1363,0.6,484252,222498,5757,47%,NA-19 Haripur,National,2008
5,Dr. Riaz Baig,IND,580,0.3,484252,222498,5757,47%,NA-19 Haripur,National,2008
Winner,Sardar Shah Jehan Yousuf,PML,73644,46.4,437390,155114,3669,36%,NA-20 Mansehra-I,National,2008
